"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ENG23LA030","INC","192429","2023-06-17T10:59:00Z","Sioux City","Iowa","United States","","N926TT","FALSE","DirectorBrief","2024-07-31T04:00:00Z","None","0","0","0","A No. 2 (right) engine failure due to a spinner fairing separation and subsequent impact with the fan blades that resulted in a midspan fracture of one fan blade. The spinner fairing separated as a result of a fatigue crack that originated from the heat affected zone of a tack weld that secured a spacer to the aft side of the fairing. Contributing to the incident was inadequate spinner fairing inspection procedures that did not require removal of the spinner fairing to inspect the aft side for earlier detection of crack indications.","","42.398489","-96.382152","GULFSTREAM AEROSPACE","G-IV","AIR","","","FALSE","2","NSCH","UNK","135","Minor","VMC","Planet 9 Private Air, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192429","7/31/2024 7:00:00 PM",
"WPR23LA238","ACC","192447","2023-06-16T19:13:00Z","Mesa","Arizona","United States","","N28034","FALSE","DirectorBrief","2023-10-26T04:00:00Z","None","0","0","0","The student pilot’s improper flare, which resulted in a hard landing on the nose gear.","","33.460841","-111.72832","PIPER","PA-28-181","AIR","FFZ","Falcon Field Airport","FALSE","1","","INST","091","Minor","VMC","CAE Oxford Aviation Academy Phoenix","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192447","10/26/2023 5:00:00 PM",
"WPR23LA233","ACC","192407","2023-06-16T15:02:00Z","Elko","Nevada","United States","","N8223A","FALSE","DirectorBrief","2023-10-26T04:00:00Z","None","0","0","0","The pilot’s loss of control after encountering a dust devil during takeoff.","","40.824999","-115.79133","CESSNA","170B","AIR","EKO","Elko Regional Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192407","10/26/2023 5:00:00 PM",
"CEN23LA240","ACC","192373","2023-06-15T11:30:00Z","Sibley","Iowa","United States","","N23679","FALSE","DirectorBrief","2023-10-17T04:00:00Z","None","0","0","0","The pilot’s failure to maintain adequate airspeed on final approach resulting in the airplane inadvertently exceeding the critical angle of attack and entering an inadvertent aerodynamic stall.","","43.36472","-95.759601","TAYLORCRAFT","BC-65","AIR","ISB","Sibley","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192373","10/17/2023 5:00:00 PM",
"CEN23LA241","ACC","192378","2023-06-15T08:45:00Z","Holyoke","Colorado","United States","","N6106U","FALSE","DirectorBrief","2023-09-28T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll.","","40.568688","-102.27216","AIR TRACTOR INC","AT-401B","AIR","HEQ","HOLYOKE","FALSE","1","","INST","091","Substantial","VMC","Steggs Flying Service, Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192378","9/28/2023 5:00:00 PM",
"CEN23LA427","ACC","193477","2023-06-13T22:35:00Z","Indianola","Mississippi","United States","","UNREG","FALSE","DirectorBrief","2024-02-01T05:00:00Z","Minor","0","0","1","The non-certificated pilot’s loss of control during the night landing.","","33.484907","-90.678996","QUAD CITY","CHALLENGER","AIR","IDL","INDIANOLA MUNI","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193477","2/1/2024 6:00:00 PM",
"ERA23LA294","ACC","192606","2023-06-13T10:30:00Z","Wagener","South Carolina","United States","","OE-DSD","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s decision to take off from a short, grass runway in gusting wind conditions, resulting in a rejected takeoff and runway excursion.","","33.5976","-81.50911","DIAMOND","DA50","AIR","N/A","SD Farms","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192606","8/31/2023 5:00:00 PM",
"WPR23LA231","ACC","192405","2023-06-12T09:30:00Z","Chelan","Washington","United States","","N88GJ","FALSE","DirectorBrief","2023-10-26T04:00:00Z","Minor","0","0","1","The pilot’s improper selection of a touchdown point and delayed recognition, which resulted in an impact with an obstacle.","","47.86601","-119.9427","JOHNSON GARY L","FISHER HORIZON 1","AIR","S10","LAKE CHELAN","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192405","10/26/2023 5:00:00 PM",
"CEN23LA238","ACC","192359","2023-06-11T19:54:00Z","Gassville","Arkansas","United States","","N9523V","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control of the airplane during takeoff with a quartering tailwind.","","36.269413","-92.486958","MOONEY","M10","AIR","pvt","Roller Field","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192359","7/27/2023 5:00:00 PM",
"WPR23LA230","ACC","192404","2023-06-11T17:10:00Z","Mimbres","New Mexico","United States","","N60605","FALSE","DirectorBrief","2023-10-20T04:00:00Z","Serious","0","1","1","The pilot’s inflight loss of control while landing with wind gusts that resulted in a hard landing and subsequent nose over.","","32.814164","-107.93999","VANS","RV6A","AIR","NM69","CASAS ADOBES AIRPARK","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192404","10/20/2023 5:00:00 PM",
"CEN23LA237","ACC","192358","2023-06-11T14:06:00Z","Pratt","Kansas","United States","","N85RB","FALSE","DirectorBrief","2023-07-27T04:00:00Z","Minor","0","0","2","Fuel exhaustion due to the pilot’s inadequate preflight planning.","","37.621944","-98.834278","BELL","206B","HELI","PTT","Pratt Regional","FALSE","1","NSCH","AOBV","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192358","7/27/2023 5:00:00 PM",
"ERA23LA296","ACC","192615","2023-06-10T16:00:00Z","Lumberton","New Jersey","United States","","N8126X","FALSE","DirectorBrief","2023-12-13T05:00:00Z","None","0","0","0","The student pilot’s improper flight control inputs and the flight instructor’s delayed remedial action during takeoff, which resulted in a runway excursion and impact with the runway edge lights.","","39.934278","-74.807222","PIPER","PA-28-181","AIR","N14","FLYING W","FALSE","1","","INST","091","Substantial","VMC","Freeflight Aviation Llc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192615","12/13/2023 6:00:00 PM",
"WPR23LA224","ACC","192357","2023-06-10T15:00:00Z","Agness","Oregon","United States","","N1778C","FALSE","DirectorBrief","2023-10-20T04:00:00Z","None","0","0","0","The pilot’s failure to maintain sufficient airspeed and decision to touch down on the surface of the water, resulting in a nose over.","","42.4895","-124.2094","CESSNA","180","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192357","10/20/2023 5:00:00 PM",
"CEN23LA253","ACC","192424","2023-06-10T12:15:00Z","Watkins","Colorado","United States","","N6886P","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s failure to extend the landing gear before landing. Contributing to the accident was the pilot’s failure to utilize the prelanding checklist to ensure the landing gear was extended before landing.","","39.793656","-104.54977","PIPER","PA-24-250","AIR","CFO","Colorado Air and Spaceport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192424","8/31/2023 5:00:00 PM",
"WPR23LA234","ACC","192410","2023-06-09T20:55:00Z","Olivehurst","California","United States","","N4761A","FALSE","DirectorBrief","2024-04-04T04:00:00Z","None","0","0","0","The pilot’s failure to extend the landing gear before landing.","","39.096001","-121.56819","CESSNA","P210N","AIR","KMYV","Yuba County Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192410","4/4/2024 5:00:00 PM",
"WPR23LA227","ACC","192400","2023-06-09T16:45:00Z","Jerome","Idaho","United States","","N800YA","FALSE","DirectorBrief","2023-10-20T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing, which resulted in rollover.","","42.726683","-114.45664","CAMILLE E PATCH","CALIDUS","GYRO","JER","JEROME COUNTY","TRUE","1","NSCH","PERS","091","Substantial","VMC","AVIATE LLC DBA","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192400","10/20/2023 5:00:00 PM",
"CEN23LA235","ACC","192344","2023-06-09T12:03:00Z","Colorado Springs","Colorado","United States","","N16JV","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing.","","38.811336","-104.71548","NORTH AMERICAN","T-6G","AIR","COS","CITY OF COLORADO SPRINGS MUNI","FALSE","1","","PERS","091","Substantial","VMC","Greatest Generation Naval Museum","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192344","8/31/2023 5:00:00 PM",
"WPR23LA228","ACC","192402","2023-06-09T07:50:00Z","Bryce Canyon","Utah","United States","","N56QC","FALSE","DirectorBrief","2023-10-20T04:00:00Z","None","0","0","0","The pilot's failure to maintain control of the airplane during the landing roll and subsequent impact with terrain during go-around.","","37.706447","-112.1458","BENOIT LECLAIR","RANS S-7S","AIR","BCE","BRYCE CANYON","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192402","10/20/2023 5:00:00 PM",
"CEN23LA236","ACC","192356","2023-06-08T17:30:00Z","Stevens Point","Wisconsin","United States","","N223WH","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing that resulted in a ground loop and impact with the runway.","","44.545136","-89.530284","CESSNA","180G","AIR","STE","Stevens Point Municipal Airport","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192356","10/5/2023 5:00:00 PM",
"WPR23LA221","ACC","192343","2023-06-08T14:00:00Z","Bend","Oregon","United States","","N340SW","FALSE","DirectorBrief","2023-10-20T04:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance from the fuel station, resulting in a ground collision and fire.","","44.09","-121.2","CESSNA","340A","AIR","KBND","Bend Municipal","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"WPR23LA222","ACC","192345","2023-06-07T14:45:00Z","Wishram","Washington","United States","","N7155F","FALSE","DirectorBrief","2023-10-20T04:00:00Z","None","0","0","0","The pilot’s improper fuel management, which resulted in fuel exhaustion and a total loss ofengine power.","","45.66607","-121.02039","CESSNA","150F","AIR","","","FALSE","1","","AOBV","091","Substantial","VMC","JR Imaging Logistics Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192345","10/20/2023 5:00:00 PM",
"ERA23FA260","ACC","192326","2023-06-07T10:15:00Z","Colonial Beach","Virginia","United States","","N835BC","FALSE","DirectorBrief","2024-06-26T04:00:00Z","Fatal","2","0","0","The pilot’s failure to maintain adequate airspeed while maneuvering at low altitude, which resulted in an exceedance of the airplane’s critical angle of attack and a subsequent aerodynamic stall.","","38.118334","-76.973895","VANS","RV6","AIR","PVT","","TRUE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192326","6/26/2024 5:00:00 PM",
"CEN23LA229","ACC","192321","2023-06-05T18:00:00Z","Salem","Wisconsin","United States","","N42220","FALSE","DirectorBrief","2023-08-31T04:00:00Z","Minor","0","0","1","The pilot’s improper landing flare, which resulted in a hard landing and the left main landing gear collapse.","","42.61","-88.16","PIPER","J3C-65","AIR","PVT","Private","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192321","8/31/2023 5:00:00 PM",
"WPR23LA217","ACC","192320","2023-06-05T16:00:00Z","Bakersfield","California","United States","","N6174W","FALSE","DirectorBrief","2024-04-04T04:00:00Z","Minor","0","0","1","The pilot’s improper use of flaps during the takeoff sequence which resulted in a runway overrun and collision with trees.","","35.082813","-119.00267","AIR TRACTOR INC","AT-502B","AIR","0","Company Airstrip","FALSE","1","","AAPL","137","Substantial","VMC","WHEELER RIDGE AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192320","4/4/2024 5:00:00 PM",
"ERA23LA269","ACC","192379","2023-06-05T15:47:00Z","Orlando","Florida","United States","","N27UK","FALSE","DirectorBrief","2023-11-09T05:00:00Z","None","0","0","0","The pilot’s improper landing flare during a practice autorotation, which resulted in a hard landing.","","28.541171","-81.340903","BELL","206B","HELI","ORL","Orlando Executive Airport","FALSE","1","","FLTS","091","Substantial","VMC","The Heli Team","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192379","11/9/2023 6:00:00 PM",
"WPR23LA216","ACC","192319","2023-06-05T15:17:00Z","Santa Monica","California","United States","","N819KS","FALSE","DirectorBrief","2024-06-20T04:00:00Z","None","0","0","0","A failure of the nose wheel upper torque link bolt, which resulted in a loss of steering control. Contributing to the accident were maintenance personnel’s failure to inspect and replace the fractured bolt and the pilot’s oversight of the bolt during his preflight inspection.","","34.015822","-118.4513","CESSNA","172R","AIR","SMO","SANTA MONICA MUNI","FALSE","1","","FLTS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192319","6/20/2024 5:00:00 PM",
"ERA23LA257","ACC","192322","2023-06-04T14:50:00Z","Charlotte Amalie","Caribbean Sea","United States","","N7037E","FALSE","DirectorBrief","2023-07-07T04:00:00Z","Serious","0","1","1","An in-flight collision with a bird while entering the traffic pattern.","","17.694145","-64.801191","CESSNA","402","AIR","TIST","Cyril E King Airport","FALSE","2","SCHD","BUS","135","Minor","VMC","HYANNIS AIR SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192322","7/7/2023 5:00:00 PM",
"CEN23LA224","ACC","192311","2023-06-04T12:15:00Z","Oklahoma City","Oklahoma","United States","","N9169Q","FALSE","DirectorBrief","2024-04-18T04:00:00Z","None","0","0","0","A loss of engine power during approach for landing for undetermined reasons.","","35.601833","-97.706167","BEECH","A36","AIR","HSD","SUNDANCE","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192311","4/18/2024 5:00:00 PM",
"ANC23LA040","ACC","192329","2023-06-04T10:30:00Z","Anchorage","Alaska","United States","","N83330","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot's excessive braking during landing on a sand bar, which resulted in a noseover.","","61.3","-150.6","PIPER","PA-18-150","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"WPR23LA212","ACC","192307","2023-06-04T09:05:00Z","Colusa","California","United States","","N6750K","FALSE","DirectorBrief","2023-10-20T04:00:00Z","Serious","0","1","0","The pilot’s failure to maintain clearance from a power line during a low-level aerial applicationflight. Contributing to the accident was the pilot’s fatigue.","","39.241597","-121.90951","GRUMMAN ACFT ENG COR-SCHWEIZER","G-164B","AIR","","","FALSE","1","","AAPL","137","Substantial","VMC","Valley Air","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192307","10/20/2023 5:00:00 PM",
"CEN23LA222","ACC","192302","2023-06-03T18:00:00Z","Garden Plain","Kansas","United States","","N1PW","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","The pilot’s inability to maintain directional control during landing roll due to a flat tire.","","37.66097","-97.629211","PITTS","S-2S","AIR","SN61","Yoder Airpark","FALSE","1","","PERS","091","Substantial","VMC","WELKIN AERO INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192302","10/5/2023 5:00:00 PM",
